ordinal,column,row_count,nonblank_count,blank_count,blank_pct,fully_blank,distinct_nonblank_count,sample_values,action,reason_to_keep_or_drop
398,shadow_core_deterioration_downgrade_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,"Selection/shadow field. Blank unless row is selected, reviewed, replaced, or needs PM action."
399,future_outcome_available_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,Boolean/condition field. Sparse by design; populated when condition is evaluated or triggered.
400,winner_90d_30pct,17651,17651,0,0.0000,0,1,0,keep_sparse,Future outcome label for backtest only. Must stay out of entry scoring and selection.
401,loser_90d_minus30pct,17651,17651,0,0.0000,0,1,0,keep_sparse,Future outcome label for backtest only. Must stay out of entry scoring and selection.
402,is_partial_live_quarter,17651,17651,0,0.0000,0,1,0,keep,Populated field with row-level data; keep unless output contract is narrowed.
403,eligible_for_backtest,17651,17651,0,0.0000,0,1,0,keep,Populated field with row-level data; keep unless output contract is narrowed.
404,master_universe_source,17651,17651,0,0.0000,0,2,master_fundamental_universe_start_2021Q4.json | daily_scout_append,keep_sparse,Traceability/source field. Blank only when that source path does not apply.
405,dealflow_source_stage,17651,17651,0,0.0000,0,2,master_fundamental_universe | dealflow_backlog,keep,Populated field with row-level data; keep unless output contract is narrowed.
406,scouts_json,17651,17651,0,0.0000,0,13,"[] | [""x_manual_feed"", ""breakout_scan""] | [""breakout_scan"", ""thirteenf_watchlist""] | [""thirteenf_watchlist""] | [""manual_watchlist""]",keep,Populated field with row-level data; keep unless output contract is narrowed.
407,theme_acceleration_research_visibility,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
408,theme_acceleration_rescan_flag,17651,17651,0,0.0000,0,1,0,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
409,extended_candidate_universe,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
410,extended_research_universe,17651,17651,0,0.0000,0,2,0 | 1,keep_sparse,Signal/theme/risk-model field. Sparse because only some rows trigger each signal.
411,score_recompute_required_flag,17651,17651,0,0.0000,0,1,0,keep,Score/ranking field used to explain candidate quality or scoring path.
412,compatibility_alias_source,17651,17651,0,0.0000,0,1,current_entry_score,keep_sparse,Traceability/source field. Blank only when that source path does not apply.
413,field_population_status,17651,17651,0,0.0000,0,1,complete_schema_defaults_applied,keep_sparse,Reason/status field. Blank means no reason/status applied for that row.
414,pit_as_of,17651,17651,0,0.0000,0,17,2022-06-30 | 2022-09-30 | 2022-12-31 | 2023-03-31 | 2023-06-30,keep,"Core row identity, PIT date, entry price, or execution-timing contract field."
415,pit_run_id,17651,17651,0,0.0000,0,17,daily_c97fb04e8333 | daily_94ad23ed4913 | daily_16744b08fc9b | daily_c7a3c2ec0724 | daily_df5e7a2a32d5,keep,Populated field with row-level data; keep unless output contract is narrowed.
416,pit_source_panel_csv,17651,17651,0,0.0000,0,17,tradingagents/research/fundamental/runs/2022-06-30/2022Q2/walkforward_pit_v2_fix2/complete_panel/fundamental_complete_prellm_to_top15_2022Q2.csv | tradingagents/research/fundamental/runs/2022-09-30/2022Q3/walkforward_pit_v2_rebuild_20260518/complete_panel/fundamental_complete_prellm_to_top15_2022Q3.csv | tradingagents/research/fundamental/runs/2022-12-31/2022Q4/walkforward_pit_v2_rebuild_20260518/complete_panel/fundamental_complete_prellm_to_top15_2022Q4.csv | tradingagents/research/fundamental/runs/2023-03-31/2023Q1/walkforward_pit_v2_rebuild_20260518/complete_panel/fundamental_complete_prellm_to_top15_2023Q1.csv | tradingagents/research/fundamental/runs/2023-06-30/2023Q2/walkforward_pit_v2_rebuild_20260518/complete_panel/fundamental_complete_prellm_to_top15_2023Q2.csv,keep,Populated field with row-level data; keep unless output contract is narrowed.
417,pit_source_panel_sha256,17651,17651,0,0.0000,0,17,7e8883fedd7091cda6e400d04b8dbc0a8fc77fe45f1e3d9d4c360845d0711e8f | 3cda200bc8f95371b24687d8fe00cf36ff18b0f386cedc8c2b6f2ef162514928 | 269eaf66193c13cf3f9fc8e7c51f6dcacf254c9e33ce4fef389056a6b7be70b8 | 38425972ed8444b21fb3eb5d83d4eb723c558c777686008c29c3afef42c62de3 | e1d5fba41ab7e8f6990840f699850ef5b0790da281cadb791c10923b8dc340ff,keep_sparse,Traceability/source field. Blank only when that source path does not apply.
418,pit_official_latest,17651,17651,0,0.0000,0,1,1,keep,Populated field with row-level data; keep unless output contract is narrowed.
419,pit_walkforward_role,17651,17651,0,0.0000,0,2,bootstrap_prior | walkforward,keep,Populated field with row-level data; keep unless output contract is narrowed.
420,llm_source_document_dates,17651,7302,10349,58.6312,0,706,2022-05-05 | 2022-04-26 | 2022-05-11 | 2022-06-16 | 2022-05-09,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
421,llm_source_available_date,17651,7302,10349,58.6312,0,706,2022-05-05 | 2022-04-26 | 2022-05-11 | 2022-06-16 | 2022-05-09,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
422,source_packet_path,17651,7302,10349,58.6312,0,17,tradingagents/research/fundamental/runs/2022-06-30/2022Q2/walkforward_pit_v2_fix2/lake/artifacts/2022Q2_llm_packets.jsonl | tradingagents/research/fundamental/runs/2022-09-30/2022Q3/walkforward_pit_v2_rebuild_20260518/lake/artifacts/2022Q3_llm_packets.jsonl | tradingagents/research/fundamental/runs/2022-12-31/2022Q4/walkforward_pit_v2_rebuild_20260518/lake/artifacts/2022Q4_llm_packets.jsonl | tradingagents/research/fundamental/runs/2023-03-31/2023Q1/walkforward_pit_v2_rebuild_20260518/lake/artifacts/2023Q1_llm_packets.jsonl | tradingagents/research/fundamental/runs/2023-06-30/2023Q2/walkforward_pit_v2_rebuild_20260518/lake/artifacts/2023Q2_llm_packets.jsonl,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
423,llm_model,17651,7302,10349,58.6312,0,1,gpt-5.5,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
424,reasoning_effort,17651,7302,10349,58.6312,0,1,high,keep_sparse,LLM/audit field. Blank for rows that did not need LLM review; populated when LLM evidence exists.
