sample_id,quarter,ticker,mini_bucket,xhigh_bucket,bucket_changed,mini_score,xhigh_score,score_change,score_changed,mini_risk,xhigh_risk,risk_change,risk_changed,mini_action,xhigh_action,action_change,action_changed,mini_confidence,xhigh_confidence,confidence_changed,mini_detected_driver_category,xhigh_detected_driver_category,driver_category_changed
T3000961,2025Q1,STGW,constructive,inflecting,1,5,8,3,1,2,1,-1,1,1,3,2,1,high,high,0,scale-and-margin,new business and margin expansion,1
T3000962,2025Q1,TROX,neutral,neutral,0,1,1,0,0,3,4,1,1,0,-3,-3,1,high,high,0,cost-and-absorption,cost absorption and production efficiency,1
T3000963,2025Q1,ULCC,constructive,inflecting,1,6,9,3,1,2,1,-1,1,1,3,2,1,high,high,0,yield-and-cost-discipline,capacity discipline and unit cost advantage,1
T3000964,2025Q1,UTZ,constructive,inflecting,1,4,7,3,1,2,1,-1,1,1,3,2,1,high,high,0,volume-mix-and-margin,brand mix and margin expansion,1
T3000965,2025Q1,VREX,constructive,constructive,0,3,5,2,1,2,1,-1,1,1,1,0,0,high,medium,1,mix-and-productivity,mix and productivity,1
T3000966,2025Q1,VSAT,constructive,neutral,1,3,2,-1,1,3,3,0,0,1,0,-1,1,medium,high,1,mix-and-flow-through,defense and aviation orderbook growth,1
T3000967,2025Q1,VYGR,neutral,neutral,0,2,1,-1,1,2,2,0,0,0,0,0,0,medium,medium,0,pipeline-milestone,pipeline progress and cash runway,1
T3000968,2025Q1,WEST,deteriorating,deteriorating,0,-1,-2,-1,1,4,4,0,0,-3,-3,0,0,medium,high,1,growth-and-scale-up,capacity ramp and customer commitments,1
T3000969,2025Q1,XPER,constructive,constructive,0,4,4,0,0,1,2,1,1,1,1,0,0,medium,medium,0,mix-and-monetization,business transformation / platform scale,1
T3000970,2025Q2,ACAD,constructive,inflecting,1,6,8,2,1,1,1,0,0,1,3,2,1,high,high,0,commercial-growth,product growth / pipeline acceleration,1
T3000971,2025Q2,ACH,neutral,constructive,1,2,3,1,1,1,2,1,1,0,1,1,1,medium,medium,0,operational-mix,segment margin expansion,1
T3000972,2025Q2,ADTN,neutral,constructive,1,0,5,5,1,3,2,-1,1,0,1,1,1,medium,high,1,turnaround-operations,demand recovery / margin improvement,1
T3000973,2025Q2,AHCO,constructive,deteriorating,1,3,-3,-6,1,1,3,2,1,1,-3,-4,1,medium,high,1,cash-flow-and-scale,cash flow improvement amid profit pressure,1
T3000974,2025Q2,AIOT,constructive,inflecting,1,5,8,3,1,2,2,0,0,1,3,2,1,high,medium,1,integration-synergies,integration synergy / organic growth,1
T3000975,2025Q2,ALTG,neutral,deteriorating,1,1,-2,-3,1,2,3,1,1,0,-3,-3,1,medium,high,1,portfolio-repositioning,portfolio rebalancing / demand stability claim,1
T3000976,2025Q2,AMC,deteriorating,deteriorating,0,-5,-5,0,0,5,5,0,0,-3,-3,0,0,high,high,0,liquidity-pressure,post-quarter demand rebound claim,1
T3000977,2025Q2,AVD,neutral,neutral,0,2,0,-2,1,3,3,0,0,0,0,0,0,medium,high,1,cost reduction / working capital,cost_structure,1
T3000978,2025Q2,AVNS,constructive,constructive,0,5,6,1,1,2,1,-1,1,1,1,0,0,high,high,0,margin / cost discipline,volume_growth,1
T3000979,2025Q2,BBBY,neutral,deteriorating,1,2,-3,-5,1,4,4,0,0,-3,-3,0,0,high,high,0,turnaround / cost reduction,restructuring,1
T3000980,2025Q2,BHFAM,neutral,neutral,0,2,2,0,0,3,2,-1,1,0,0,0,0,medium,medium,0,insurance spread / sales mix,earnings_recovery,1
T3000981,2025Q2,BVS,constructive,constructive,0,4,5,1,1,2,1,-1,1,1,1,0,0,high,high,0,organic growth / portfolio mix,organic_growth,1
T3000982,2025Q2,CALY,neutral,deteriorating,1,1,-2,-3,1,4,4,0,0,-3,-3,0,0,high,high,0,cost reduction / portfolio change,guidance_pressure,1
T3000983,2025Q2,CDE,inflecting,inflecting,0,8,9,1,1,1,1,0,0,3,3,0,0,high,high,0,resource expansion / margin,production_margin_inflection,1
T3000984,2025Q2,CLNE,neutral,deteriorating,1,0,-3,-3,1,4,4,0,0,-3,-3,0,0,high,high,0,guidance / contract marks,impairment_and_outlook_risk,1
T3000985,2025Q2,CNTY,neutral,deteriorating,1,0,-2,-2,1,3,3,0,0,0,-3,-3,1,high,high,0,margin resilience amid revenue pressure,cost/cash improvement claim,1
T3000986,2025Q2,COMP,inflecting,inflecting,0,7,7,0,0,1,1,0,0,3,3,0,0,high,high,0,growth and operating leverage,growth with operating leverage,1
T3000987,2025Q2,CRNC,constructive,constructive,0,5,4,-1,1,1,2,1,1,1,1,0,0,high,high,0,guidance raise and cash generation,profitability and cash-flow improvement,1
T3000988,2025Q2,CTOS,neutral,deteriorating,1,0,-2,-2,1,3,3,0,0,0,-3,-3,1,high,high,0,stable revenue with margin/cash flow focus,guidance reaffirmation with cash-flow target,1
T3000989,2025Q2,CVGI,neutral,deteriorating,1,0,-2,-2,1,3,4,1,1,0,-3,-3,1,high,high,0,cost savings offsetting demand weakness,cost transformation offset by demand weakness,1
T3000990,2025Q2,CWK,constructive,inflecting,1,5,8,3,1,1,1,0,0,1,3,2,1,high,high,0,service-line growth and cost savings,margin recovery and service-line growth,1
T3000991,2025Q2,CXM,constructive,neutral,1,5,1,-4,1,2,2,0,0,1,0,-1,1,high,high,0,cash generation and revenue growth,cash generation during transition,1
T3000992,2025Q2,DAN,neutral,neutral,0,2,0,-2,1,2,3,1,1,0,0,0,0,high,high,0,cost savings and tariff recovery,cost savings and cash-flow improvement,1
T3000993,2025Q2,DBI,deteriorating,deteriorating,0,-1,-2,-1,1,4,5,1,1,-3,-3,0,0,high,high,0,cost reduction / margin pressure,guidance_withdrawal_consumer_discretionary_pressure,1
T3000994,2025Q2,DCGO,neutral,neutral,0,1,1,0,0,4,5,1,1,-3,-3,0,0,high,high,0,guidance reset / mix shift,guidance_cut_revenue_removal,1
T3000995,2025Q2,DDD,deteriorating,neutral,1,-2,0,2,1,5,5,0,0,-3,-3,0,0,high,high,0,demand weakness / guidance withdrawal,guidance_withdrawal_capex_weakness,1
T3000996,2025Q2,DNUT,constructive,neutral,1,3,0,-3,1,3,4,1,1,1,-3,-4,1,high,high,0,growth mix / franchise expansion,consumer_softness_operating_deleverage,1
T3000997,2025Q2,DXLG,deteriorating,neutral,1,-1,1,2,1,3,3,0,0,-3,0,3,1,high,high,0,margin compression / weak traffic,apparel_demand_and_margin_pressure,1
T3000998,2025Q2,EBS,constructive,constructive,0,5,6,1,1,2,2,0,0,1,1,0,0,medium,medium,0,turnaround / margin expansion,turnaround_margin_improvement,1
T3000999,2025Q2,EVH,neutral,constructive,1,2,3,1,1,2,2,0,0,0,1,1,1,medium,medium,0,stable guidance / operating execution,guidance_reaffirmation_pipeline,1
T3001000,2025Q2,FET,constructive,constructive,0,6,6,0,0,1,2,1,1,1,1,0,0,high,high,0,cash generation / order strength,cash_flow_execution_backlog,1
T3001001,2025Q2,FTRE,deteriorating,deteriorating,0,-1,-1,0,0,4,3,-1,1,-3,-3,0,0,medium,medium,0,backlog / book-to-bill,backlog_and_guidance,1
T3001002,2025Q2,HLMN,neutral,neutral,0,0,0,0,0,4,4,0,0,-3,-3,0,0,medium,high,1,cost / tariff pressure,tariff_and_cash_flow_risk,1
T3001003,2025Q2,HTZ,constructive,deteriorating,1,3,-1,-4,1,3,4,1,1,1,-3,-4,1,medium,medium,0,fleet mix / operating leverage,turnaround_execution,1
T3001004,2025Q2,HURC,deteriorating,deteriorating,0,-1,-2,-1,1,3,3,0,0,-3,-3,0,0,medium,high,1,cost savings / mix,cost_savings_vs_demand_weakness,1
T3001005,2025Q2,IART,deteriorating,deteriorating,0,-2,-2,0,0,4,4,0,0,-3,-3,0,0,medium,high,1,tariff / supply disruption,guidance_cut_and_supply_quality_execution,1
T3001006,2025Q2,IEP,deteriorating,deteriorating,0,-5,-5,0,0,5,4,-1,1,-3,-3,0,0,high,high,0,losses / impairment,earnings_deterioration,1
T3001007,2025Q2,JBLU,neutral,deteriorating,1,0,-1,-1,1,4,4,0,0,-3,-3,0,0,medium,high,1,network / demand strategy,demand_softening_vs_turnaround_plan,1
T3001008,2025Q2,KRO,constructive,constructive,0,5,6,1,1,2,2,0,0,1,1,0,0,high,high,0,pricing / cost savings,volume_price_cost_leverage,1
T3001009,2025Q2,LE,neutral,neutral,0,0,2,2,1,3,2,-1,1,0,0,0,0,medium,high,1,margin_improvement,margin/inventory improvement,1
T3001010,2025Q2,LESL,deteriorating,deteriorating,0,-4,-4,0,0,4,3,-1,1,-3,-3,0,0,medium,high,1,turnaround_execution,turnaround/transformation,1
T3001011,2025Q2,LFCR,neutral,deteriorating,1,1,-1,-2,1,3,3,0,0,0,-3,-3,1,medium,high,1,customer_mix_and_volume,mixed demand/pricing,1
T3001012,2025Q2,LFST,inflecting,inflecting,0,7,9,2,1,2,1,-1,1,3,3,0,0,high,high,0,volume_and_margin_expansion,volume growth and margin expansion,1
T3001013,2025Q2,LILA,constructive,neutral,1,3,0,-3,1,3,4,1,1,1,-3,-4,1,high,high,0,cost_efficiency_and_mix,cost actions offset demand pressure,1
T3001014,2025Q2,LILAK,constructive,neutral,1,3,0,-3,1,3,4,1,1,1,-3,-4,1,high,high,0,cost_efficiency_and_mix,cost actions offset demand pressure,1
T3001015,2025Q2,LPSN,deteriorating,deteriorating,0,-4,-3,1,1,4,4,0,0,-3,-3,0,0,medium,high,1,customer_retention_and_ai_demand,AI demand and cost transformation,1
T3001016,2025Q2,LYFT,inflecting,inflecting,0,8,10,2,1,1,0,-1,1,3,3,0,0,high,high,0,growth_and_operating_leverage,scaled marketplace growth with cash conversion,1
T3001017,2025Q2,MAGN,neutral,deteriorating,1,2,-1,-3,1,3,4,1,1,0,-3,-3,1,high,high,0,integration_synergy,merger_integration,1
T3001018,2025Q2,MATV,deteriorating,deteriorating,0,-3,-3,0,0,4,4,0,0,-3,-3,0,0,high,high,0,cost_pressure_and_demand_weakness,segment_mixed_execution,1
T3001019,2025Q2,MERC,deteriorating,deteriorating,0,-2,-2,0,0,3,3,0,0,-3,-3,0,0,high,high,0,commodity_pricing_and_costs,commodity_cost_pressure,1
T3001020,2025Q2,MGNI,constructive,constructive,0,5,5,0,0,3,2,-1,1,1,1,0,0,high,high,0,monetization_growth,platform_growth_operating_leverage,1
T3001021,2025Q2,MPAA,constructive,constructive,0,6,3,-3,1,2,2,0,0,1,1,0,0,high,high,0,pricing_margin_and_cash_flow,margin_recovery_cash_flow,1
T3001022,2025Q2,MYE,constructive,constructive,0,6,6,0,0,1,1,0,0,1,1,0,0,high,high,0,acquisition_mix_and_costs,mix_cost_productivity,1
T3001023,2025Q2,MYGN,deteriorating,deteriorating,0,-4,-5,-1,1,5,5,0,0,-3,-3,0,0,high,high,0,guidance_cut_and_volume_softness,guidance_cut_volume_pressure,1
T3001024,2025Q2,NEO,inflecting,inflecting,0,7,7,0,0,1,1,0,0,3,3,0,0,high,high,0,volume_growth_and_margin_expansion,growth_margin_improvement,1
T3001025,2025Q2,NEOG,neutral,deteriorating,1,0,-1,-1,1,4,5,1,1,-3,-3,0,0,high,high,0,cost_pressure_and_guidance_cut,guidance_cut_macro_pressure,1
T3001026,2025Q2,NEWT,constructive,inflecting,1,6,9,3,1,1,1,0,0,1,3,2,1,medium,high,1,balance_sheet_growth,balance_sheet_growth_operating_model,1
T3001027,2025Q2,NVRI,constructive,constructive,0,3,3,0,0,2,2,0,0,1,1,0,0,medium,medium,0,segment_mix_and_cost_control,segment_mix_margin_resilience,1
T3001028,2025Q2,NWL,constructive,constructive,0,5,3,-2,1,2,2,0,0,1,1,0,0,high,high,0,margin_expansion_and_cost_action,cost_productivity_margin_expansion,1
T3001029,2025Q2,OFIX,deteriorating,neutral,1,-1,0,1,1,3,3,0,0,-3,0,3,1,medium,medium,0,commercial_execution_and_product_mix,turnaround_commercial_execution,1
T3001030,2025Q2,ONEW,neutral,deteriorating,1,0,-1,-1,1,3,4,1,1,0,-3,-3,1,high,high,0,demand_softness,demand_pressure_outlook_update,1
T3001031,2025Q2,ORGO,deteriorating,deteriorating,0,-2,-3,-1,1,4,5,1,1,-3,-3,0,0,medium,high,1,reimbursement_and_competitive_pressure,profitability_deterioration_reimbursement_risk,1
T3001032,2025Q2,PD,neutral,constructive,1,2,3,1,1,4,4,0,0,-3,-3,0,0,high,high,0,subscription_growth_with_guidance_cut,margin_cash_flow_strength_with_revenue_guide_cut,1
T3001033,2025Q2,PGY,inflecting,inflecting,0,9,7,-2,1,1,2,1,1,3,3,0,0,high,high,0,profitability inflection,profitability inflection,0
T3001034,2025Q2,PLCE,deteriorating,deteriorating,0,-3,-3,0,0,4,5,1,1,-3,-3,0,0,high,high,0,turnaround / restructuring,turnaround risk,1
T3001035,2025Q2,PTON,constructive,constructive,0,4,3,-1,1,2,3,1,1,1,1,0,0,high,high,0,margin improvement,cost and margin improvement,1
T3001036,2025Q2,QVCGA,neutral,deteriorating,1,0,-3,-3,1,3,4,1,1,0,-3,-3,1,high,high,0,cost restructuring,sales deleverage,1
T3001037,2025Q2,RBBN,neutral,neutral,0,1,2,1,1,2,3,1,1,0,0,0,0,high,high,0,backlog / demand timing,backlog and mix recovery,1
T3001038,2025Q2,REAL,constructive,constructive,0,4,4,0,0,2,2,0,0,1,1,0,0,high,high,0,efficiency / AI operations,growth with efficiency,1
T3001039,2025Q2,RIVN,constructive,constructive,0,3,4,1,1,3,3,0,0,1,1,0,0,high,high,0,profitability progression,gross profit inflection,1
T3001040,2025Q2,RSI,inflecting,inflecting,0,9,8,-1,1,1,1,0,0,3,3,0,0,high,high,0,growth plus profitability,profitable growth,1
T3001041,2025Q2,RUN,constructive,inflecting,1,4,8,4,1,2,2,0,0,1,3,2,1,high,high,0,cash_generation_and_storage_mix,cash generation and subscriber economics,1
T3001042,2025Q2,RXO,constructive,neutral,1,3,2,-1,1,2,3,1,1,1,0,-1,1,medium,high,1,integration_and_productivity,integration synergy and freight-cycle execution,1
T3001043,2025Q2,SABR,neutral,neutral,0,0,2,2,1,3,3,0,0,0,0,0,0,medium,high,1,cost_savings_and_portfolio_action,portfolio deleveraging and cost savings,1
T3001044,2025Q2,SLQT,constructive,constructive,0,4,3,-1,1,2,2,0,0,1,1,0,0,medium,high,1,segment_execution_and_mix,segment mix and execution,1
T3001045,2025Q2,SMHI,neutral,neutral,0,1,0,-1,1,2,3,1,1,0,0,0,0,medium,high,1,rate_stability_and_fleet_rotation,fleet repositioning and utilization recovery,1
T3001046,2025Q2,STGW,constructive,neutral,1,4,0,-4,1,2,3,1,1,1,0,-1,1,medium,high,1,new_business_and_acquisition_expansion,"new business, acquisitions, and capability expansion",1
T3001047,2025Q2,SWIM,inflecting,constructive,1,7,5,-2,1,1,2,1,1,3,1,-2,1,high,high,0,margin_expansion_and_operating_leverage,margin improvement and operating leverage,1
T3001048,2025Q2,TALO,constructive,inflecting,1,6,7,1,1,1,2,1,1,1,3,2,1,high,high,0,cash_flow_and_hedging,free cash flow and balance sheet strength,1
T3001049,2025Q2,TBI,neutral,deteriorating,1,2,-3,-5,1,3,3,0,0,0,-3,-3,1,high,high,0,demand_and_margin,demand weakness with cost actions,1
T3001050,2025Q2,TROX,neutral,deteriorating,1,2,-1,-3,1,3,4,1,1,0,-3,-3,1,high,high,0,pricing_and_volume_pressure,cost restructuring under demand pressure,1
T3001051,2025Q2,TTEC,constructive,inflecting,1,3,7,4,1,2,1,-1,1,1,3,2,1,high,high,0,margin_and_cash_improvement,margin and cash flow improvement,1
T3001052,2025Q2,TWI,constructive,deteriorating,1,3,-1,-4,1,2,3,1,1,1,-3,-4,1,high,high,0,mix_and_tariff_resilience,acquisition offset by end-market demand weakness,1
T3001053,2025Q2,UEIC,constructive,constructive,0,3,4,1,1,2,2,0,0,1,1,0,0,high,high,0,mix_shift_and_cost_control,channel mix and loss narrowing,1
T3001054,2025Q2,ULCC,deteriorating,deteriorating,0,-2,-2,0,0,4,5,1,1,-3,-3,0,0,high,high,0,demand_weakness,guidance reduction and demand break,1
T3001055,2025Q2,UTZ,neutral,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,high,low,1,insufficient_earnings_evidence,no earnings evidence,1
T3001056,2025Q2,VSAT,constructive,constructive,0,3,3,0,0,3,2,-1,1,1,1,0,0,high,medium,1,backlog_and_mix,defense growth and balance sheet progress,1
T3001057,2025Q2,VYGR,neutral,constructive,1,1,3,2,1,1,2,1,1,0,1,1,1,medium,medium,0,pipeline_progress,pipeline_progress,0
T3001058,2025Q2,VYX,neutral,constructive,1,1,4,3,1,3,2,-1,1,0,1,1,1,medium,medium,0,customer_wins_and_transition,margin_improvement,1
T3001059,2025Q2,WEST,neutral,deteriorating,1,2,-2,-4,1,1,3,2,1,0,-3,-3,1,medium,medium,0,volume_and_margin_mixture,guidance_reaffirmation,1
T3001060,2025Q2,WNC,deteriorating,deteriorating,0,-1,-3,-2,1,4,5,1,1,-3,-3,0,0,high,high,0,demand_slowdown_and_guidance_cut,guidance_cut,1
T3001061,2025Q2,XPER,inflecting,constructive,1,7,4,-3,1,1,2,1,1,3,1,-2,1,medium,medium,0,platform_monetization_and_cost_actions,cost_transformation,1
T3001062,2025Q3,ACDC,neutral,deteriorating,1,1,-2,-3,1,3,4,1,1,0,-3,-3,1,medium,high,1,fleet_redeployment_and_customer_activity,sequential_decline,1
T3001063,2025Q3,ALTG,neutral,constructive,1,2,3,1,1,2,3,1,1,0,1,1,1,medium,medium,0,operational_efficiency_and_mix,cost_reduction,1
T3001064,2025Q3,AMC,constructive,constructive,0,3,5,2,1,4,3,-1,1,-3,1,4,1,high,high,0,recovery_and_liquidity_risk,box_office_recovery,1
T3001065,2025Q3,AMRX,inflecting,inflecting,0,7,7,0,0,1,1,0,0,3,3,0,0,high,medium,1,profitability improvement,profitability_improvement,1
T3001066,2025Q3,AVD,constructive,inflecting,1,5,9,4,1,2,1,-1,1,1,3,2,1,high,high,0,margin expansion,margin_expansion,1
T3001067,2025Q3,BBBY,constructive,neutral,1,3,0,-3,1,2,3,1,1,1,0,-1,1,high,high,0,turnaround progress,loss_reduction,1
T3001068,2025Q3,BDN,deteriorating,deteriorating,0,-3,-4,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,guidance cut,guidance_reduction,1
T3001069,2025Q3,BHFAM,neutral,deteriorating,1,1,-3,-4,1,2,3,1,1,0,-3,-3,1,high,high,0,sales growth with margin pressure,mixed_sales_growth_profit_pressure,1
T3001070,2025Q3,BHFAN,neutral,deteriorating,1,1,-3,-4,1,2,3,1,1,0,-3,-3,1,high,high,0,sales growth with margin pressure,mixed_sales_growth_profit_pressure,1
T3001071,2025Q3,CC,neutral,neutral,0,2,0,-2,1,3,4,1,1,0,-3,-3,1,high,high,0,pricing/volume mix and operational disruption,operational_disruption,1
T3001072,2025Q3,CDE,inflecting,inflecting,0,9,9,0,0,1,1,0,0,3,3,0,0,high,high,0,commodity price and cost leverage,commodity_leverage_and_cash_flow,1
T3001073,2025Q3,CMCO,neutral,neutral,0,0,0,0,0,3,3,0,0,0,0,0,0,high,high,0,backlog and order intake,orders_backlog,1
T3001074,2025Q3,CNTY,constructive,constructive,0,4,4,0,0,2,2,0,0,1,1,0,0,high,high,0,new asset ramp and operating improvement,portfolio_growth,1
T3001075,2025Q3,CORZ,deteriorating,deteriorating,0,-3,-3,0,0,5,4,-1,1,-3,-3,0,0,high,high,0,digital asset mining decline,business_model_transition,1
T3001076,2025Q3,CRSR,constructive,inflecting,1,4,7,3,1,2,2,0,0,1,3,2,1,high,high,0,demand recovery and cost discipline,product_demand,1
T3001077,2025Q3,CTOS,inflecting,inflecting,0,8,8,0,0,1,1,0,0,3,3,0,0,high,high,0,order and backlog growth,order_backlog_growth,1
T3001078,2025Q3,CWK,constructive,inflecting,1,5,9,4,1,1,1,0,0,1,3,2,1,medium,high,1,service-line growth and cost savings,margin_expansion,1
T3001079,2025Q3,CYH,deteriorating,deteriorating,0,-1,-3,-2,1,3,4,1,1,-3,-3,0,0,high,high,0,hospital utilization and payor mix pressure,volume_margin_pressure,1
T3001080,2025Q3,DDD,neutral,deteriorating,1,2,-1,-3,1,2,4,2,1,0,-3,-3,1,medium,high,1,cost reduction and niche demand growth,cost_reduction_vs_demand_weakness,1
T3001081,2025Q3,DNUT,deteriorating,deteriorating,0,-2,-5,-3,1,5,4,-1,1,-3,-3,0,0,high,high,0,turnaround / demand mix,turnaround,1
T3001082,2025Q3,EBS,inflecting,constructive,1,9,5,-4,1,1,2,1,1,3,1,-2,1,high,high,0,profitability improvement / execution,profitability transformation,1
T3001083,2025Q3,EVH,neutral,neutral,0,2,1,-1,1,3,3,0,0,0,0,0,0,medium,high,1,guidance / execution,profitability guidance,1
T3001084,2025Q3,FORR,neutral,deteriorating,1,1,-3,-4,1,3,3,0,0,0,-3,-3,1,medium,high,1,mixed operating performance,demand pressure,1
T3001085,2025Q3,GT,neutral,deteriorating,1,2,-1,-3,1,3,4,1,1,0,-3,-3,1,medium,high,1,cost transformation / portfolio actions,cost transformation,1
T3001086,2025Q3,HCSG,constructive,constructive,0,3,3,0,0,2,2,0,0,1,1,0,0,high,high,0,cash flow / restructuring,cash flow improvement,1
T3001087,2025Q3,HTZ,inflecting,constructive,1,7,5,-2,1,2,3,1,1,3,1,-2,1,high,high,0,operating turnaround,operational turnaround,1
T3001088,2025Q3,IART,constructive,neutral,1,3,0,-3,1,2,3,1,1,1,0,-1,1,medium,high,1,product growth / efficiency initiative,margin initiative,1
T3001089,2025Q3,ICHR,neutral,deteriorating,1,1,-1,-2,1,2,2,0,0,0,-3,-3,1,medium,high,1,mix_and_margin,product portfolio / demand,1
T3001090,2025Q3,JBLU,neutral,constructive,1,2,4,2,1,3,3,0,0,0,1,1,1,medium,high,1,demand_and_cost_reduction,cost execution / demand recovery,1
T3001091,2025Q3,JELD,deteriorating,deteriorating,0,-1,-1,0,0,4,5,1,1,-3,-3,0,0,high,high,0,demand_and_pricing_pressure,demand decline / guidance pressure,1
T3001092,2025Q3,KLXE,constructive,neutral,1,3,0,-3,1,2,3,1,1,1,0,-1,1,medium,high,1,segment_mix_and_utilization,utilization / segment mix,1
T3001093,2025Q3,LE,neutral,neutral,0,2,2,0,0,2,2,0,0,0,0,0,0,medium,high,1,margin_and_inventory,margin discipline / inventory management,1
T3001094,2025Q3,LEG,neutral,constructive,1,2,4,2,1,2,2,0,0,0,1,1,1,medium,high,1,restructuring_and_asset_sales,restructuring / cost execution,1
T3001095,2025Q3,LESL,deteriorating,deteriorating,0,-1,-3,-2,1,3,4,1,1,-3,-3,0,0,medium,medium,0,cost_review_and_mix,strategic review / sales decline,1
T3001096,2025Q3,MATV,neutral,constructive,1,2,3,1,1,3,3,0,0,0,1,1,1,medium,high,1,cost_control_and_cash_flow,cash flow / cost control,1
T3001097,2025Q3,MERC,neutral,deteriorating,1,1,-2,-3,1,4,4,0,0,-3,-3,0,0,high,high,0,pricing_and_cost_pressure,Margin pressure / weak demand,1
T3001098,2025Q3,MPAA,inflecting,inflecting,0,9,8,-1,1,1,1,0,0,3,3,0,0,high,high,0,pricing_volume_mix_and_cost_actions,Sales growth / margin recovery,1
T3001099,2025Q3,MTW,neutral,deteriorating,1,2,-3,-5,1,3,4,1,1,0,-3,-3,1,high,high,0,backlog_conversion_and_market_rebound,Orders growth offset by execution and demand risk,1
T3001100,2025Q3,MYE,constructive,neutral,1,4,2,-2,1,1,2,1,1,1,0,-1,1,high,medium,1,portfolio_mix_and_cash_flow_improvement,Cash flow improvement amid sales softness,1
T3001101,2025Q3,MYGN,neutral,neutral,0,2,2,0,0,3,3,0,0,0,0,0,0,high,high,0,guidance_raise_with_margin_support,Guidance raise with cash burn and implementation friction,1
T3001102,2025Q3,NDLS,neutral,deteriorating,1,1,-4,-5,1,3,4,1,1,0,-3,-3,1,high,high,0,traffic_and_value_pressure,Demand softness / guidance revision,1
T3001103,2025Q3,NEO,neutral,deteriorating,1,2,-1,-3,1,3,4,1,1,0,-3,-3,1,high,high,0,acquisition_plus_impairment_mix,Revenue growth with guidance cut and impairment,1
T3001104,2025Q3,NEOG,deteriorating,deteriorating,0,-1,-3,-2,1,4,4,0,0,-3,-3,0,0,high,high,0,integration_and_margin_pressure,Integration and margin pressure,1
T3001105,2025Q3,NEWT,inflecting,inflecting,0,9,9,0,0,1,1,0,0,3,3,0,0,high,high,0,operating leverage and deposit funding mix,funding_cost_operating_leverage,1
T3001106,2025Q3,NNBR,constructive,constructive,0,3,3,0,0,2,3,1,1,1,1,0,0,medium,medium,0,cost discipline and margin mix,cost_mix_margin_improvement,1
T3001107,2025Q3,NUS,constructive,constructive,0,4,3,-1,1,1,2,1,1,1,1,0,0,medium,medium,0,margin and guidance improvement,profitability_optimization,1
T3001108,2025Q3,OFIX,inflecting,constructive,1,7,4,-3,1,1,3,2,1,3,1,-2,1,medium,medium,0,profitable growth and free-cash-flow turnaround,margin_expansion_turnaround,1
T3001109,2025Q3,ORGO,deteriorating,deteriorating,0,-1,-5,-4,1,3,4,1,1,-3,-3,0,0,medium,high,1,mixed guidance with reimbursement and execution risk,regulatory_profitability_risk,1
T3001110,2025Q3,ORN,constructive,inflecting,1,6,9,3,1,1,1,0,0,1,3,2,1,medium,high,1,backlog and infrastructure demand,backlog_margin_growth,1
T3001111,2025Q3,PBI,constructive,deteriorating,1,4,-2,-6,1,1,4,3,1,1,-3,-4,1,medium,high,1,capital allocation and mix shift,guidance_cut_volume_pressure,1
T3001112,2025Q3,PLCE,deteriorating,deteriorating,0,-3,-4,-1,1,4,4,0,0,-3,-3,0,0,high,high,0,turnaround with liquidity pressure,retail_demand_margin_liquidity_risk,1
T3001113,2025Q3,PTON,neutral,constructive,1,2,3,1,1,3,3,0,0,0,1,1,1,high,high,0,cost_savings_restructuring,cost restructuring and margin mix,1
T3001114,2025Q3,QUAD,neutral,neutral,0,1,1,0,0,3,2,-1,1,0,0,0,0,high,high,0,cost_savings_restructuring,cost reduction and productivity,1
T3001115,2025Q3,REAL,inflecting,inflecting,0,7,9,2,1,1,1,0,0,3,3,0,0,high,high,0,growth_and_margin_expansion,growth plus efficiency,1
T3001116,2025Q3,RIVN,deteriorating,deteriorating,0,-3,-3,0,0,4,4,0,0,-3,-3,0,0,high,high,0,regulatory_and_guidance_pressure,execution and guidance pressure,1
T3001117,2025Q3,RUN,inflecting,inflecting,0,7,7,0,0,1,2,1,1,3,3,0,0,high,high,0,unit_economics_and_cash_generation,unit economics and cash generation,1
T3001118,2025Q3,RXO,constructive,constructive,0,3,4,1,1,2,2,0,0,1,1,0,0,high,high,0,integration_and_margin_improvement,integration synergies and brokerage margin,1
T3001119,2025Q3,RYAM,deteriorating,deteriorating,0,-3,-5,-2,1,4,5,1,1,-3,-3,0,0,high,high,0,demand_weakness_and_production_cuts,demand and guidance deterioration,1
T3001120,2025Q3,SABR,neutral,deteriorating,1,0,-1,-1,1,3,4,1,1,0,-3,-3,1,high,high,0,cost_reduction_and_cloud_migration,cost savings offset by booking pressure,1
T3001121,2025Q3,SG,deteriorating,neutral,1,-1,1,2,1,4,5,1,1,-3,-3,0,0,high,high,0,same_store_sales_and_margin_pressure,demand_pressure,1
T3001122,2025Q3,SLQT,neutral,constructive,1,1,3,2,1,3,2,-1,1,0,1,1,1,high,medium,1,mix_shift_and_segment_growth,segment_mix_shift,1
T3001123,2025Q3,SMHI,neutral,neutral,0,0,2,2,1,3,3,0,0,0,0,0,0,high,medium,1,fleet_utilization_and_day_rate,utilization_and_dayrate_recovery,1
T3001124,2025Q3,SNDX,inflecting,constructive,1,8,5,-3,1,1,2,1,1,3,1,-2,1,high,medium,1,product_revenue_growth,commercial_launch_momentum,1
